# Design random-forest-leaf-neighbors in topology-specific Rosetta feature space
# Topology group index given in protein_groupings_by_uw.v1.metadata.csv: 1 
# Feature space: AlaCount; T1_absq; T1_netq; Tend_absq; Tend_netq; Tminus1_absq; Tminus1_netq; abego_res_profile; abego_res_profile_penalty; avg_all_frags; avg_best_frag; bb; buns_bb_heavy; buns_nonheavy; buns_sc_heavy; buried_minus_exposed; buried_np; buried_np_AFILMVWY; buried_np_AFILMVWY_per_res; buried_np_per_res; buried_over_exposed; chymo_cut_sites; chymo_with_LM_cut_sites; contact_all; contact_core_SASA; contact_core_SCN; contig_not_hp_avg; contig_not_hp_avg_norm; contig_not_hp_internal_max; contig_not_hp_max; degree; dslf_fa13; entropy; exposed_hydrophobics; exposed_np_AFILMVWY; exposed_polars; exposed_total; fa_atr; fa_atr_per_res; fa_dun_dev; fa_dun_rot; fa_dun_semi; fa_elec; fa_intra_atr_xover4; fa_intra_elec; fa_intra_rep_xover4; fa_intra_sol_xover4; fa_rep; fa_rep_per_res; fa_sol; frac_helix; frac_loop; frac_sheet; fxn_exposed_is_np; hbond_bb_sc; hbond_lr_bb; hbond_lr_bb_per_sheet; hbond_sc; hbond_sr_bb; hbond_sr_bb_per_helix; helix_sc; holes; hphob_sc_contacts; hphob_sc_degree; hxl_tors; hydrophobicity; largest_hphob_cluster; lk_ball; lk_ball_bridge; lk_ball_bridge_uncpl; lk_ball_iso; loop_sc; mismatch_probability; n_charged; n_hphob_clusters; n_hydrophobic; n_hydrophobic_noA; n_polar_core; n_res; nearest_chymo_cut_to_Cterm; nearest_chymo_cut_to_Nterm; nearest_chymo_cut_to_term; nearest_tryp_cut_to_Cterm; nearest_tryp_cut_to_Nterm; nearest_tryp_cut_to_term; net_atr_net_sol_per_res; net_atr_per_res; net_sol_per_res; netcharge; nres; nres_helix; nres_loop; nres_sheet; omega; one_core_each; p_aa_pp; pack; percent_core_SASA; percent_core_SCN; pro_close; rama_prepro; ref; res_count_core_SASA; res_count_core_SCN; score_per_res; ss_contributes_core; ss_sc; sum_best_frags; total_score; tryp_cut_sites; two_core_each; worst6frags; worstfrag
# Feature space dimension: 113
# Feature space normalization: mean-0; std-1 normalization
# RF minimum samples per leaf: 20
# RF maximum features per tree: sqrt
# RF boostrap?: False
# RF random state: 93
# Stability score used: stabilityscore_cnn_calibrated
# Number of designs: 2304
# stabilityscore_cnn_calibrated: current best experimental stability score for each design
# stability_pred: prediction of rfr model trained on 2280 designs (on average)
# stability_diff: difference between experimental and predicted stability score
# num_nhbrs: average number of leaf-neighbors across all trees
# num_nhbrs_gt: average number of leaf-neighbors across all trees with stability score greater than the design
# num_nhbrs_lt: average number of leaf-neighbors across all trees with stability score less than the design
# diff: average difference between a design's stability and its leaf-neighbors' stabilities averaged across all trees
# gt_diff: average difference between a design's stability and those leaf-neighbors' whose stabilities are greater than the design's averaged across all trees
# lt_diff: average difference between a design's stability and those leaf-neighbors' whose stabilities are less than the design's averaged across all trees
# abs_diff: average absolute difference between a design's stability and its leaf-neighbors' stabilities averaged across all trees
# max_diff: maximum difference between a design's stability and its leaf-neighbors' stabilities averaged across all trees
# max_gt_diff: maximum difference between a design's stability and the leaf-neighbors' whose stabilities are greater than the design's averaged across all trees
# max_lt_diff: maximum difference between a design's stability and the leaf-neighbors' whose stabilities are less than the design's averaged across all trees
# max_abs_diff: maximum absolute difference between a design's stability and its leaf-neighbors' stabilities averaged across all trees
# leaf_nhbr_k: the design that is the kth most often a leaf-neighbor with its stability and the fraction of trees in which it is a neighbor
# Author: Francis Motta
# Index: N/A
index,dataset,name,topology,group_index,stabilityscore_cnn_calibrated,stability_pred,stability_diff,num_nhbrs,num_nhbrs_gt,num_nhbrs_lt,diff,gt_diff,lt_diff,abs_diff,max_diff,max_gt_diff,max_lt_diff,max_abs_diff,leaf_nhbr_0,leaf_nhbr_1,leaf_nhbr_2,leaf_nhbr_3,leaf_nhbr_4,leaf_nhbr_5,leaf_nhbr_6,leaf_nhbr_7,leaf_nhbr_8,leaf_nhbr_9
1898,Rocklin,HHH_rd1_0335,HHH,1,2.1874900826190253,0.6567722576848023,1.530717824934223,26.3,0.095,26.205,1.3969984816184382,-0.12257589362779896,1.4011385063507764,1.3979786613458465,2.455951467677036,-0.13575030512443212,2.455951467677036,2.455951467677036,"('HHH_rd1_0360', 0.566635313131537, 0.204)","('HHH_rd1_0701', 0.7253330741879841, 0.184)","('HHH_rd2_0027', 0.4149590649816738, 0.167)","('HHH_rd1_0836', -0.2187527014126934, 0.16)","('HHH_rd1_0445', 0.8717088905853003, 0.153)","('HHH_rd1_0739', 1.2891916843207971, 0.147)","('HHH_rd1_0155', 0.9725951976969844, 0.147)","('HHH_rd1_0038', -0.008978492274906403, 0.146)","('HHH_rd1_0876', 0.434123098309945, 0.142)","('HHH_rd1_0185', 0.7670320177531365, 0.139)"
294,Rocklin,HHH_rd1_0598,HHH,1,1.9751348868000649,0.49520933179687865,1.4799255550031862,25.906,0.515,25.391,1.3461791377721526,-0.10324265985995042,1.3719798712555233,1.3504341370580015,2.4145315951597146,-0.13161320393842174,2.4145315951597146,2.4145315951597146,"('HHH_rd1_0381', 0.5756691201898321, 0.412)","('HHH_rd1_0522', 0.8914134831543632, 0.323)","('HHH_rd1_0946', 0.9612071098128157, 0.249)","('HHH_rd1_0199', 0.6534132899683561, 0.221)","('HHH_rd1_0203', 1.3714891832703968, 0.213)","('HHH_rd1_0221', 1.1979947136622688, 0.209)","('HHH_rd1_0495', 0.5285394750788885, 0.206)","('HHH_rd1_0051', 0.4715228330058157, 0.199)","('HHH_rd2_0180', 0.6361952970709019, 0.19)","('HHH_rd1_0784', 0.03631898355958671, 0.188)"
1923,Rocklin,HHH_rd1_0025,HHH,1,2.0815831241836285,0.7147163819626262,1.3668667422210024,25.973,0.329,25.644,1.251218496555429,-0.16593356807608733,1.2652407747217131,1.2556754587522145,2.3160007864676753,-0.18667325829694367,2.3160007864676753,2.3160007864676753,"('HHH_rd1_0022', 1.308374387622805, 0.196)","('HHH_rd1_0837', 1.4159364392630087, 0.192)","('HHH_rd1_0118', 0.7049055363093103, 0.184)","('HHH_rd1_0212', 0.4735339958815546, 0.181)","('HHH_rd2_0169', 1.640912970047952, 0.18)","('HHH_rd1_0037', 1.4126513579023792, 0.168)","('HHH_rd1_0293', 1.2057099305446688, 0.157)","('HHH_rd2_0222', 1.6348405694385704, 0.146)","('HHH_rd1_0716', 0.9355715194565366, 0.142)","('HHH_rd1_0760', 0.3996875620063988, 0.14)"
1295,Rocklin,HHH_rd1_0493,HHH,1,1.7245425014875848,0.3395195183230918,1.3850229831644931,26.256,0.463,25.793,1.247046770397353,-0.17656581361037918,1.2688084356127716,1.253752886011336,2.1848783681899997,-0.20684846734725065,2.1848783681899997,2.1848783681899997,"('HHH_rd1_0683', 1.2736587317068633, 0.241)","('HHH_rd1_0403', 0.9611693211935848, 0.203)","('HHH_rd1_0785', 0.06816406938968808, 0.193)","('HHH_rd2_0155', 1.67118160722187, 0.193)","('HHH_rd1_0668', 0.3460883405404239, 0.171)","('HHH_rd1_0663', 0.09433636301219243, 0.171)","('HHH_rd1_0898', 0.5658919882384561, 0.166)","('HHH_rd1_0106', 0.4705170561961056, 0.165)","('HHH_rd1_0235', 0.7702847405010764, 0.161)","('HHH_rd2_0171', 0.6889226107913689, 0.158)"
781,Rocklin,HHH_rd1_0574,HHH,1,1.980366558574364,0.6461520825215996,1.3342144760527643,26.219,0.771,25.448,1.215146967927836,-0.11323795040622951,1.2478538786276976,1.2218676758298306,2.274451631118987,-0.14825679237819722,2.274451631118987,2.274451631118987,"('HHH_rd1_0214', 0.9191055308440692, 0.269)","('HHH_rd1_0845', 0.8941330807275935, 0.241)","('HHH_rd1_0641', 0.015107323514295104, 0.185)","('HHH_rd1_0513', 0.8210042459955594, 0.176)","('HHH_rd1_0530', 1.2801613811196078, 0.174)","('HHH_rd1_0071', 2.0306506417505985, 0.164)","('HHH_rd1_0942', 0.7235961079803672, 0.148)","('HHH_rd1_0314', -0.12050584634312812, 0.143)","('HHH_rd1_0707', 0.6336051609264604, 0.142)","('HHH_rd1_0968', -0.21458390620969464, 0.141)"
1232,Rocklin,HHH_rd1_0056,HHH,1,2.421944648582301,1.1724981022878458,1.2494465462944553,25.832,0.099,25.733,1.1853561247106479,-0.0933087164473488,1.1886788392150383,1.1861277796977945,2.3654180929831483,-0.10398213137910273,2.3654180929831483,2.3654180929831483,"('HHH_rd2_0045', 1.7873343533219583, 0.272)","('HHH_rd1_0473', 1.2780380981513533, 0.203)","('HHH_rd2_0071', 1.6355402911600778, 0.178)","('HHH_rd1_0239', 1.9768522836279483, 0.178)","('HHH_rd1_0125', 0.999612657379036, 0.166)","('HHH_rd3_0165', 1.5330960365819568, 0.152)","('HHH_rd2_0008', 0.6834302141712656, 0.148)","('HHH_rd2_0085', 1.4137820295171326, 0.145)","('HHH_rd2_0160', 1.2152314620837807, 0.141)","('HHH_rd1_0039', 1.1831667341422647, 0.141)"
320,Rocklin,HHH_rd1_0139,HHH,1,1.960427025104437,0.6660657027511523,1.2943613223532846,25.705,0.611,25.094,1.1775472804044487,-0.19000512634960182,1.20360282709788,1.1872044678355118,2.2279850463708972,-0.25066883944317947,2.2279850463708972,2.2279850463708972,"('HHH_rd1_0517', 1.0912170224763615, 0.301)","('HHH_rd1_0053', 0.8880159477326736, 0.286)","('HHH_rd1_0040', 1.0933819397123357, 0.284)","('HHH_rd1_0434', 1.1998339247451633, 0.228)","('HHH_rd1_0659', 0.6718807458146916, 0.219)","('HHH_rd1_0652', 0.969451624592098, 0.214)","('HHH_rd1_0130', 0.6062807705243887, 0.209)","('HHH_rd1_0908', 0.6822979210609158, 0.187)","('HHH_rd1_0545', 0.8694930066505665, 0.179)","('HHH_rd1_0756', 1.8343330443580748, 0.176)"
2197,Rocklin,HHH_rd2_0039,HHH,1,2.307466354944657,1.026701727301715,1.280764627642942,26.022,0.493,25.529,1.1674336936078653,-0.10082538027297995,1.183113693129941,1.1716431442623356,2.2959288920190666,-0.13262477553405513,2.2959288920190666,2.2959288920190666,"('HHH_rd1_0294', 0.8947039641114871, 0.177)","('HHH_rd1_0142', 1.7735685596281832, 0.168)","('HHH_rd1_0702', 1.1144680105755986, 0.164)","('HHH_rd1_0188', 1.482971813475262, 0.155)","('HHH_rd1_0604', 0.6638169545017629, 0.134)","('HHH_rd1_0464', 1.2406918672716645, 0.13)","('HHH_rd1_0811', 1.1716633537468892, 0.129)","('HHH_rd1_0014', 1.4538426896925276, 0.123)","('HHH_rd2_0016', 0.275880557649519, 0.119)","('HHH_rd2_0052', 1.306845447640366, 0.117)"
602,Rocklin,HHH_rd1_0242,HHH,1,1.693246248380011,0.42161310417466763,1.2716331442053435,26.361,0.72,25.641,1.1345862929513064,-0.17611929118465106,1.1653460152772157,1.1449167957743211,2.1068033181547587,-0.22260685444862802,2.1068033181547587,2.1068033181547587,"('HHH_rd1_0511', 1.105724245653844, 0.358)","('HHH_rd1_0415', 0.6662230872814048, 0.308)","('HHH_rd1_0605', 0.4854288341297187, 0.286)","('HHH_rd1_0825', 0.5428080816311059, 0.283)","('HHH_rd1_0484', 1.324328905203096, 0.265)","('HHH_rd1_0555', 0.65912715191259, 0.241)","('HHH_rd1_0225', 1.4667470021005518, 0.24)","('HHH_rd1_0679', 0.7098723025956206, 0.226)","('HHH_rd1_0938', 1.0384730831218585, 0.221)","('HHH_rd1_0545', 0.8694930066505665, 0.211)"
398,Rocklin,HHH_rd3_0107,HHH,1,2.0494908756229,0.8483585908036892,1.2011322848192107,25.922,0.665,25.257,1.1005579988487526,-0.09344369794573272,1.126591791608816,1.1056113633897355,2.1937863933757544,-0.12375905433038392,2.1937863933757544,2.1937863933757544,"('HHH_rd1_0741', 0.8191413904702752, 0.203)","('HHH_rd2_0232', -0.7417081180824198, 0.186)","('HHH_rd1_0866', 1.7287721959475506, 0.172)","('HHH_rd3_0201', 0.7954126391898038, 0.171)","('HHH_rd3_0045', 0.8316162101991311, 0.162)","('HHH_rd3_0183', 0.7897680224932085, 0.158)","('HHH_rd3_0016', 0.6307588630812396, 0.156)","('HHH_rd1_0169', 0.9817816067507846, 0.15)","('HHH_rd3_0177', 1.3150197882051518, 0.147)","('HHH_rd2_0065', -0.061468005413821414, 0.147)"
